jenis_makanan,manufacturer,serving_size,kalori,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,usia
"mangga indramayu, segar",Tidak Diketahui,0.10 g,72.0,0.8,18.7,0.2,0.0,3.0,2.5,3.35,1.33,5.75,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
maestro light mayonnaise,PT. Lasallefood Indonesia,0 g,50.0,0.0,7.0,5.0,0.0,130.0,0.0,3.72,0.0,2.15,7.46,8.67,5.0,9.0,0.0,0.0,0.0,8.0,0.0,63
"ikan pindang banjar,mentah",Tidak Diketahui,7 g,157.0,28.0,1.8,4.2,0.0,0.0,0.0,7.3,46.67,0.55,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
"ikan pindang benggol, mentah",Tidak Diketahui,7.80 g,170.0,31.0,0.0,4.2,0.0,0.0,0.0,7.91,51.67,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
"ikan pindang layang, mentah",Tidak Diketahui,7.20 g,153.0,30.0,0.0,2.8,0.0,0.0,0.0,7.12,50.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
la fonte fettuccine-30 pasta,Tidak Diketahui,2 g,0.0,8.0,45.0,0.0,3.0,40.0,2.0,10.23,13.33,13.85,0.0,2.67,0.0,0.0,14.0,14.0,11.0,0.0,0.0,45
"daun jampang, segar",Tidak Diketahui,1.50 g,34.0,3.8,5.3,0.5,0.0,0.0,1.4,1.58,6.33,1.63,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
sambal pecel,Tidak Diketahui,9 g,220.0,9.0,23.0,10.0,0.0,0.0,0.0,10.23,15.0,7.08,14.93,0.0,0.0,0.0,15.0,0.0,11.0,15.0,0.0,52
cerebrofort marine gummy strawberry,Tidak Diketahui,1 g,0.0,1.0,8.0,0.0,6.0,10.0,0.0,1.63,1.67,2.46,0.0,0.67,0.0,0.0,2.0,3.0,2.0,0.0,0.0,73
pecel sayur dengan lauk,Tidak Diketahui,25.17 g,408.0,25.17,27.07,25.18,0.0,272.0,0.0,18.98,41.95,8.33,37.58,18.13,0.0,0.0,42.0,0.0,19.0,38.0,0.0,58
teh celup sosro,PT. Sinar Sosro,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
teh cap dandang black tea,Tidak Diketahui,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
"bawang merah, segar",Tidak Diketahui,1 g,46.0,1.5,9.2,0.3,0.0,7.0,1.7,2.14,2.5,2.83,0.45,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
"bawang putih, segar",Tidak Diketahui,1.80 g,112.0,4.5,21.3,0.2,0.0,46.0,0.6,5.21,7.5,6.55,0.3,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
balichong,Tidak Diketahui,3.60 g,152.0,13.2,22.9,0.8,0.0,120.0,1.5,7.07,22.0,7.05,1.19,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
batatas kelapa kukus,Tidak Diketahui,1.80 g,92.0,1.2,21.0,0.3,0.0,10.0,4.1,4.28,2.0,6.46,0.45,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
kuaci rebo origial,PT. Gumindo Bogamanis,3 g,110.0,5.0,3.0,9.0,0.0,130.0,3.0,5.12,8.33,0.92,13.43,8.67,0.0,9.0,0.0,0.0,0.0,14.0,10.0,41
kfc original recipe dada,PT. Fast food indonesia,39 g,390.0,39.0,11.0,21.0,0.0,0.0,0.0,18.14,65.0,3.38,31.34,0.0,0.0,0.0,65.0,0.0,19.0,32.0,0.0,61
kfc original recipe paha bawah,PT. Fast food indonesia,12 g,130.0,12.0,4.0,8.0,0.0,0.0,0.0,6.05,20.0,1.23,11.94,0.0,0.0,0.0,20.0,0.0,7.0,12.0,0.0,34
kfc original recipe paha atas,PT. Fast food indonesia,19 g,280.0,19.0,8.0,19.0,0.0,0.0,0.0,13.02,31.67,2.46,28.36,0.0,0.0,0.0,32.0,0.0,14.0,29.0,0.0,63
kfc original recipe sayap,PT. Fast food indonesia,10 g,130.0,10.0,3.0,8.0,0.0,0.0,0.0,6.05,16.67,0.92,11.94,0.0,0.0,0.0,17.0,0.0,7.0,12.0,0.0,12
"keribang, ubi, segar",Tidak Diketahui,0.80 g,137.0,1.3,29.8,1.1,0.0,10.0,0.6,6.37,2.17,9.17,1.64,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
kue bangket,Tidak Diketahui,0.90 g,388.0,1.5,80.3,1.2,0.0,67.0,0.0,18.05,2.5,24.71,1.79,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
"lengkuas/boros laja, segar",Tidak Diketahui,1 g,26.0,1.0,4.7,0.3,0.0,24.0,1.1,1.21,1.67,1.45,0.45,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
cheesecake factory carrot cake,Tidak Diketahui,5 g,1710.0,15.0,146.0,122.0,117.0,0.0,5.0,79.53,25.0,44.92,182.09,0.0,0.0,0.0,0.0,45.0,80.0,183.0,0.0,64
tummy yogurt mango carrot,PT.Heavenly Blush,11 g,150.0,3.0,29.0,2.0,18.0,0.0,11.0,6.98,5.0,8.92,2.99,0.0,0.0,0.0,0.0,9.0,7.0,0.0,37.0,30
corn flakes,Tidak Diketahui,1 g,110.0,2.0,26.0,0.0,3.0,0.0,1.0,5.12,3.33,8.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,40
eskrim cornetto chocolate,PT. Andrawina Darma Manunggal Mulya,2 g,260.0,3.0,34.0,12.0,22.0,0.0,2.0,12.09,5.0,10.46,17.91,0.0,0.0,0.0,0.0,11.0,13.0,18.0,0.0,41
"kerokot, segar",Tidak Diketahui,1.10 g,26.0,1.7,3.8,0.4,0.0,4.0,1.0,1.21,2.83,1.17,0.6,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
coklat lindt 70% cocoa smooth dark,Tidak Diketahui,3 g,250.0,3.0,17.0,19.0,12.0,0.0,3.0,11.63,5.0,5.23,28.36,0.0,0.0,0.0,0.0,0.0,12.0,29.0,10.0,31
teh kotak less sugar,Tidak Diketahui,0 g,70.0,0.0,19.0,0.0,0.0,5.0,0.0,3.26,0.0,5.85,0.0,0.33,0.0,1.0,0.0,6.0,4.0,0.0,0.0,29
granola creation tropical fruit and nuts,PT. Lemonilo Indonesia Sehat,2 g,162.0,7.0,23.0,5.0,5.0,0.0,2.0,7.53,11.67,7.08,7.46,0.0,0.0,0.0,12.0,0.0,8.0,8.0,0.0,67
go natural fruit and nut delight,Tidak Diketahui,5.40 g,230.0,6.2,20.7,13.5,12.1,0.0,5.4,10.7,10.33,6.37,20.15,0.0,0.0,0.0,0.0,0.0,11.0,21.0,18.0,53
carman's fruit and nut,Tidak Diketahui,3.10 g,183.0,4.1,25.1,6.7,7.8,0.0,3.1,8.51,6.83,7.72,10.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,11.0,34
sonice chicken stick,PT. So Good Food Manufacturing,13 g,250.0,13.0,13.0,17.0,0.0,0.0,0.0,11.63,21.67,4.0,25.37,0.0,0.0,0.0,22.0,0.0,12.0,26.0,0.0,59
sonice chicken karage,PT. So Good Food Manufacturing,12 g,300.0,12.0,21.0,18.0,0.0,0.0,0.0,13.95,20.0,6.46,26.87,0.0,0.0,0.0,20.0,0.0,14.0,27.0,0.0,75
"ikan tongkol, segar",Tidak Diketahui,2.10 g,100.0,13.7,8.0,1.5,0.0,202.0,0.0,4.65,22.83,2.46,2.24,13.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
lontong,Tidak Diketahui,1.20 g,144.0,2.76,31.76,0.23,0.12,0.0,1.2,6.7,4.6,9.77,0.34,0.0,0.0,0.0,5.0,10.0,7.0,0.0,0.0,54
cimory soyamilk,PT. Cimory Indonesia,10 g,260.0,10.0,42.0,6.0,18.0,0.0,0.0,12.09,16.67,12.92,8.96,0.0,0.0,0.0,17.0,13.0,13.0,0.0,0.0,70
cimory yogurt set low fat,PT. Cimory Indonesia,5 g,60.0,5.0,8.0,1.5,0.0,0.0,0.0,2.79,8.33,2.46,2.24,0.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,65
cimory yogurt drink,PT. Cimory Indonesia,26 g,180.0,6.0,32.0,2.0,0.0,0.0,26.0,8.37,10.0,9.85,2.99,0.0,0.0,0.0,10.0,10.0,0.0,0.0,87.0,23
salak bali,Tidak Diketahui,0.70 g,57.0,0.5,13.6,0.1,0.0,0.0,1.3,2.65,0.83,4.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
salak medan,Tidak Diketahui,8.50 g,55.0,0.4,12.8,0.2,0.0,39.0,3.2,2.56,0.67,3.94,0.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
salak,Tidak Diketahui,0.70 g,77.0,0.4,20.9,0.0,0.0,0.0,0.0,3.58,0.67,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
"jamur tiram, segar",Tidak Diketahui,0.60 g,30.0,1.9,5.5,0.1,0.0,22.0,3.6,1.4,3.17,1.69,0.15,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
rujak cingur,Tidak Diketahui,1.40 g,153.0,11.3,8.0,8.4,0.0,0.0,1.4,7.12,18.83,2.46,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
"pisang angleng (pisang ampyang), segar",Tidak Diketahui,1 g,68.0,1.3,17.2,0.2,0.0,23.0,0.8,3.16,2.17,5.29,0.3,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
"anggur hutan, segar",Tidak Diketahui,0.20 g,30.0,0.5,6.8,0.2,0.0,0.0,1.2,1.4,0.83,2.09,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
"gurame asem manis, masakan",Tidak Diketahui,2.40 g,192.0,12.7,12.7,10.1,0.0,0.0,0.0,8.93,21.17,3.91,15.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
kopi kapal api special mix,Tidak Diketahui,1 g,100.0,1.0,23.0,1.0,0.0,10.0,0.0,4.65,1.67,7.08,1.49,0.67,0.0,0.0,2.0,8.0,5.0,0.0,0.0,34
wrp truil bar,PT.Nutrifood indonesia,2 g,80.0,1.0,14.0,3.5,7.0,0.0,2.0,3.72,1.67,4.31,5.22,0.0,0.0,0.0,0.0,5.0,0.0,6.0,7.0,80
wrp deli chips,PT. Indofood indonesia,3 g,210.0,1.0,26.0,11.0,1.0,0.0,3.0,9.77,1.67,8.0,16.42,0.0,0.0,0.0,0.0,0.0,10.0,17.0,10.0,10
arwan sirsir,Tidak Diketahui,2.90 g,277.0,2.4,10.7,25.0,0.0,240.0,4.6,12.88,4.0,3.29,37.31,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
sirsak,Tidak Diketahui,0.70 g,65.0,1.0,16.3,0.3,0.0,2.0,3.2,3.02,1.67,5.02,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
gula putih / gula pasir,Tidak Diketahui,0.60 g,394.0,0.0,94.0,0.0,0.0,1.0,0.0,18.33,0.0,28.92,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
sirup,Tidak Diketahui,1 g,213.0,0.0,55.0,0.0,0.0,3.0,0.0,9.91,0.0,16.92,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
yoghurt cimory,Tidak Diketahui,5 g,180.0,6.0,36.0,2.0,26.0,90.0,5.0,8.37,10.0,11.08,2.99,6.0,0.0,0.0,10.0,12.0,0.0,0.0,17.0,11
kelapa parut,Tidak Diketahui,3 g,283.0,3.0,10.0,27.0,0.0,0.0,0.0,13.16,5.0,3.08,40.3,0.0,0.0,0.0,5.0,0.0,14.0,41.0,0.0,77
"ikan layang, segar",Tidak Diketahui,2.30 g,109.0,22.0,0.0,1.7,0.0,0.0,0.0,5.07,36.67,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
"ikan layur, segar",Tidak Diketahui,0.50 g,82.0,18.0,0.4,1.0,0.0,0.0,0.0,3.81,30.0,0.12,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
lays krim dan bawang,PT. Indofoodd fretolay makmur,2 g,110.0,2.0,11.0,6.0,0.0,0.0,0.0,5.12,3.33,3.38,8.96,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,48
"bunga pepaya, segar",Tidak Diketahui,1.70 g,45.0,2.6,8.1,0.3,0.0,2.0,1.6,2.09,4.33,2.49,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
"daun kubis, kol, segar",Tidak Diketahui,2.20 g,51.0,2.5,8.0,1.1,0.0,50.0,3.4,2.37,4.17,2.46,1.64,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
"erbis, segar",Tidak Diketahui,0.50 g,70.0,0.6,18.9,0.0,0.0,21.0,7.7,3.26,1.0,5.82,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
"belibis, daging, segar",Tidak Diketahui,1.40 g,131.0,20.2,2.8,4.3,0.0,46.0,0.0,6.09,33.67,0.86,6.42,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
jagung titi,Tidak Diketahui,0.10 g,374.0,9.4,79.1,2.2,0.0,0.0,0.8,17.4,15.67,24.34,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
"kepiting, , segar",Tidak Diketahui,0.20 g,151.0,13.8,14.1,3.8,0.0,0.0,0.0,7.02,23.0,4.34,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
del monte barbaque sauce (250 g),Tidak Diketahui,0 g,60.0,0.0,14.0,0.0,10.0,880.0,0.0,2.79,0.0,4.31,0.0,58.67,0.0,59.0,0.0,5.0,3.0,0.0,0.0,27
kacang belimbing rebus,Tidak Diketahui,1.20 g,204.0,16.9,17.5,8.8,0.0,43.0,4.8,9.49,28.17,5.38,13.13,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
tempe kacang belimbing,Tidak Diketahui,1.40 g,212.0,17.5,12.9,10.0,0.0,0.0,2.9,9.86,29.17,3.97,14.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
"belimbing, segar",Tidak Diketahui,0.40 g,36.0,0.4,8.8,0.4,0.0,4.0,3.2,1.67,0.67,2.71,0.6,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
nutrisari es rujak,PT. Nutrifood Indonesia,0 g,50.0,0.0,12.0,0.0,10.0,150.0,0.0,2.33,0.0,3.69,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
rujak lontong,Tidak Diketahui,11.98 g,243.0,11.98,24.7,12.3,0.0,278.0,0.0,11.3,19.97,7.6,18.36,18.53,0.0,19.0,20.0,0.0,0.0,19.0,0.0,69
belitung kukus,Tidak Diketahui,1.10 g,145.0,1.2,34.2,0.4,0.0,7.0,1.0,6.74,2.0,10.52,0.6,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
enting-enting gepuk kacang tanah,Tidak Diketahui,1.40 g,524.0,13.3,52.0,29.2,0.0,0.0,0.2,24.37,22.17,16.0,43.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
"pisang kepok, segar",Tidak Diketahui,1 g,109.0,0.8,26.3,0.5,0.0,10.0,5.7,5.07,1.33,8.09,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
pisang kepok rebus,Tidak Diketahui,1.55 g,145.0,1.55,37.91,0.44,0.0,5.0,0.0,6.74,2.58,11.66,0.66,0.33,0.0,0.0,3.0,12.0,7.0,0.0,0.0,70
meiji plain crackers with oat,Meiji seika (s) Pte. Ltd. (diimpor oleh PT. Nirwana Lestari),2 g,120.0,3.0,19.0,3.5,0.0,120.0,2.0,5.58,5.0,5.85,5.22,8.0,8.0,8.0,0.0,0.0,0.0,0.0,7.0,78
meiji plain crackers (isi 4 bungkus),Meiji seika (s) Pte. Ltd. (diimpor oleh PT. Nirwana Lestari),2 g,120.0,3.0,19.0,3.5,1.0,125.0,2.0,5.58,5.0,5.85,5.22,8.33,8.0,9.0,0.0,0.0,0.0,0.0,7.0,80
barongko,Tidak Diketahui,0.70 g,159.0,3.1,23.5,5.8,0.0,46.0,0.0,7.4,5.17,7.23,8.66,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
"ikan baubara, segar",Tidak Diketahui,1.60 g,100.0,14.7,4.9,2.4,0.0,390.0,0.0,4.65,24.5,1.51,3.58,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
"ketumbar, kering",Tidak Diketahui,4.40 g,418.0,14.1,54.2,16.1,0.0,91.0,12.3,19.44,23.5,16.68,24.03,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
saladstop omega 3 baby,Tidak Diketahui,6.70 g,391.3,17.3,18.6,28.7,9.6,0.0,6.7,18.2,28.83,5.72,42.84,0.0,0.0,0.0,29.0,0.0,0.0,43.0,23.0,37
blue band,PT.Unilever Indonesia Tbk,0 g,90.0,0.0,0.0,10.0,0.0,125.0,0.0,4.19,0.0,0.0,14.93,8.33,20.0,0.0,0.0,0.0,0.0,15.0,0.0,61
gilus mix sensasi aroma pandan (isi 10 sachet),PT. TORABIKA EKA SEMESTA,1 g,90.0,1.0,21.0,0.5,17.0,0.0,0.0,4.19,1.67,6.46,0.75,0.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,28
sasa santan kelapa,PT. Sasa Inti,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,1.86,0.0,0.31,5.97,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,61
sasa santan kelapa coconut cream,Tidak Diketahui,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,1.86,0.0,0.31,5.97,1.0,18.0,0.0,0.0,0.0,2.0,6.0,0.0,58
sasa tepung bakwan,Tidak Diketahui,0 g,0.0,1.0,8.0,0.0,1.0,150.0,0.0,1.63,1.67,2.46,0.0,10.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,31
goldenfil choco crunchy,PT. Primarasa Abadi Sejahtera,1 g,30.0,1.0,13.0,6.0,10.0,20.0,0.0,5.12,1.67,4.0,8.96,1.33,18.0,0.0,0.0,0.0,6.0,9.0,0.0,15
san remo sauce tomato basil,PT. Sukanda djaya,2 g,96.0,2.0,11.5,4.6,7.4,0.0,0.0,4.47,3.33,3.54,6.87,0.0,0.0,0.0,0.0,4.0,5.0,7.0,0.0,11
silky pudding coklat,PT. Forisa Nusapersada,3 g,130.0,3.0,23.0,3.5,0.0,35.0,0.0,6.05,5.0,7.08,5.22,2.33,0.0,0.0,0.0,8.0,7.0,6.0,0.0,68
kacang kedelai rebus,Tidak Diketahui,2.10 g,189.0,20.2,12.7,8.2,0.0,181.0,1.6,8.79,33.67,3.91,12.24,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
"kacang komak, segar",Tidak Diketahui,2.60 g,327.0,16.4,55.8,4.3,0.0,22.0,0.5,15.21,27.33,17.17,6.42,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
emping komak,Tidak Diketahui,2.70 g,355.0,17.8,60.7,4.6,0.0,24.0,0.0,16.51,29.67,18.68,6.87,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
"komak, segar",Tidak Diketahui,1.10 g,99.0,3.3,21.2,0.1,0.0,15.0,10.3,4.6,5.5,6.52,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
chatime hazelnut milk tea,Tidak Diketahui,1 g,244.0,1.0,36.0,10.5,28.5,0.0,0.0,11.35,1.67,11.08,15.67,0.0,0.0,0.0,0.0,12.0,12.0,16.0,0.0,66
chatime hazelnut milk tea (no sugar),Tidak Diketahui,1 g,185.0,1.0,20.5,11.0,15.0,0.0,0.0,8.6,1.67,6.31,16.42,0.0,0.0,0.0,0.0,7.0,9.0,17.0,0.0,50
gastone lago poker wafer with hazelnut cream,Tidak Diketahui,1 g,130.0,1.0,17.0,6.0,0.0,35.0,0.0,6.05,1.67,5.23,8.96,2.33,0.0,0.0,0.0,6.0,7.0,9.0,0.0,27
"saga merah terkupas, mentah",Tidak Diketahui,3.90 g,449.0,30.6,31.9,25.5,0.0,66.0,3.5,20.88,51.0,9.82,38.06,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
mom's recipe silky pudding rasa peach (155 g),PT. Forisa Nusapersada,9 g,430.0,9.0,76.0,10.0,56.0,150.0,0.0,20.0,15.0,23.38,14.93,10.0,45.0,0.0,0.0,24.0,20.0,0.0,0.0,44
mom's recipe silky pudding rasa biskuit (155 g),PT. Forisa Nusapersada,7 g,440.0,7.0,75.0,13.0,51.0,320.0,0.0,20.47,11.67,23.08,19.4,21.33,60.0,22.0,0.0,24.0,0.0,0.0,0.0,67
mom's recipe silky pudding rasa cokelat (155 g),PT. Forisa Nusapersada,3 g,130.0,3.0,23.0,3.5,17.0,35.0,0.0,6.05,5.0,7.08,5.22,2.33,15.0,0.0,0.0,8.0,7.0,0.0,0.0,73
mom's recipe silky pudding rasa permen karet (155 g),PT. Forisa Nusapersada,3 g,130.0,3.0,24.0,3.0,17.0,40.0,0.0,6.05,5.0,7.38,4.48,2.67,13.0,0.0,0.0,8.0,7.0,0.0,0.0,15
kewpie mayonais original,Tidak Diketahui,1 g,100.0,1.0,0.0,11.0,0.0,70.0,0.0,4.65,1.67,0.0,16.42,4.67,0.0,5.0,0.0,0.0,5.0,17.0,0.0,56
kewpie thousand island,Tidak Diketahui,1 g,70.0,1.0,4.0,6.0,0.0,260.0,0.0,3.26,1.67,1.23,8.96,17.33,0.0,18.0,0.0,0.0,4.0,9.0,0.0,49
kewpie tomat pedas,Tidak Diketahui,1 g,80.0,1.0,5.0,6.0,0.0,350.0,0.0,3.72,1.67,1.54,8.96,23.33,0.0,24.0,0.0,0.0,4.0,9.0,0.0,74
kewpie wijen sangrai,Tidak Diketahui,1 g,90.0,1.0,5.0,7.0,0.0,190.0,0.0,4.19,1.67,1.54,10.45,12.67,0.0,13.0,0.0,0.0,5.0,11.0,0.0,57
"kentang, segar",Tidak Diketahui,0.80 g,62.0,2.1,13.5,0.2,0.0,7.0,0.5,2.88,3.5,4.15,0.3,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
happytos,Tidak Diketahui,1 g,144.0,2.0,16.0,7.0,0.0,0.0,1.0,6.7,3.33,4.92,10.45,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,28
japato potato chips rasa happy honey butter,Tidak Diketahui,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,4.65,1.67,4.0,7.46,18.0,0.0,18.0,0.0,0.0,5.0,8.0,0.0,54
happy tos corn chips,Tidak Diketahui,1 g,130.0,2.0,16.0,6.0,1.0,100.0,1.0,6.05,3.33,4.92,8.96,6.67,13.0,7.0,0.0,0.0,0.0,9.0,0.0,43
yoshinoya beef bowl (large bowl),Tidak Diketahui,5 g,1040.0,43.0,131.0,38.0,8.0,0.0,5.0,48.37,71.67,40.31,56.72,0.0,0.0,0.0,72.0,0.0,49.0,57.0,0.0,72
yoshinoya teriyaki (large bowl),Tidak Diketahui,9 g,1140.0,66.0,165.0,25.0,25.0,0.0,9.0,53.02,110.0,50.77,37.31,0.0,0.0,0.0,110.0,51.0,54.0,0.0,0.0,53
"daun sintrong, segar",Tidak Diketahui,1.90 g,36.0,2.6,6.1,0.9,0.0,64.0,1.7,1.67,4.33,1.88,1.34,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
"daun ubi tinta, segar",Tidak Diketahui,1.20 g,55.0,1.7,11.9,0.1,0.0,10.0,7.6,2.56,2.83,3.66,0.15,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
sukun muda,Tidak Diketahui,1 g,119.0,1.4,28.1,0.2,0.0,24.0,1.4,5.53,2.33,8.65,0.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
kacang tanah sangan tanpa selaput,Tidak Diketahui,2.70 g,559.0,26.9,23.6,44.2,0.0,33.0,2.6,26.0,44.83,7.26,65.97,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
"daun selasih, segar",Tidak Diketahui,1.90 g,62.0,4.0,10.5,0.5,0.0,3.0,5.3,2.88,6.67,3.23,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
"peterseli, segar",Tidak Diketahui,2.40 g,53.0,3.7,9.0,1.0,0.0,18.0,0.0,2.47,6.17,2.77,1.49,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
kenari kering,Tidak Diketahui,3 g,657.0,15.0,13.0,66.0,0.0,3.0,0.0,30.56,25.0,4.0,98.51,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
"pindang kenari, masakan",Tidak Diketahui,2.80 g,124.0,9.5,0.0,9.6,0.0,370.0,0.0,5.77,15.83,0.0,14.33,24.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
"daun pepaya, segar",Tidak Diketahui,2.70 g,87.0,8.0,11.9,2.0,0.0,4.0,1.5,4.05,13.33,3.66,2.99,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
"kabau, segar",Tidak Diketahui,0.60 g,130.0,6.7,25.2,0.3,0.0,1.0,2.9,6.05,11.17,7.75,0.45,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
"ayam goreng sukabumi, dada",Tidak Diketahui,3.40 g,244.0,36.7,1.0,9.2,0.0,0.0,0.0,11.35,61.17,0.31,13.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
"ayam goreng sukabumi, paha",Tidak Diketahui,3.60 g,283.0,35.7,0.5,14.3,0.0,0.0,0.0,13.16,59.5,0.15,21.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
jamur encik,Tidak Diketahui,2.70 g,296.0,9.4,62.0,0.1,0.0,2.0,0.0,13.77,15.67,19.08,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
french fries,Tidak Diketahui,4 g,380.0,5.0,53.0,17.0,0.0,0.0,4.0,17.67,8.33,16.31,25.37,0.0,0.0,0.0,0.0,17.0,18.0,26.0,0.0,42
curry croquette,Tidak Diketahui,1 g,180.0,1.0,21.0,9.0,1.0,0.0,1.0,8.37,1.67,6.46,13.43,0.0,0.0,0.0,0.0,7.0,9.0,14.0,0.0,39
jantung pisang segar,Tidak Diketahui,1.20 g,32.0,1.2,7.1,0.3,0.0,3.0,3.2,1.49,2.0,2.18,0.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
"jeruk nipis, segar",Tidak Diketahui,0.40 g,44.0,0.5,10.0,0.2,0.0,3.0,0.4,2.05,0.83,3.08,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
"pempek belida, masakan",Tidak Diketahui,1.40 g,156.0,4.2,31.6,1.4,0.0,0.0,0.2,7.26,7.0,9.72,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
